,artist,song,link,text
40,ABBA,I Wonder (Departure),/a/abba/i+wonder+departure_20539221.html,"this park and these houses old streets i have walked  
everything dear will it be here  
one day when i am returning  
my friends will get married have children and homes  
it sounds so nice wellplanned and wise  
never expecting surprises  
  
i wonder its frightening  
leaving now is that the right thing  
i wonder it scares me  
but who the the hell am i if i dont leave it  
im not a coward  
oh no ill be strong  
one chance in a lifetime  
yes i will take it it cant go wrong  
  
my friends and my family this dull little town  
buses ive missed boys that ive kissed  
everything old and familiar  
  
i wonder its frightening  
leaving now is that the right thing  
i wonder it scares me  
but who the the hell am i if i dont leave it  
im not a coward  
oh no ill be strong  
one chance in a lifetime  
yes i will take it  
yes i will take it it cant go wrong  

"
41,ABBA,I Wonder (Departure) [Live],/a/abba/i+wonder+departure+live_20960425.html,"this park and these houses  
old streets i have walked  
everything dear will it be here  
one day when i am returning  
  
my friends will get married  
have children and homes  
it sounds so nice wellplanned and wise  
never expecting surprises  
  
i wonder its frightening  
leaving now is that the right thing  
i wonder it scares me  
but who the the hell am i if i dont leave it  
  
im not a coward  
oh no ill be strong  
one chance in a lifetime  
yes i will take it it cant go wrong  
  
my friends and my family  
this dull little town  
buses ive missed boys that ive kissed  
everything old and familiar  
  
i wonder its frightening  
leaving now is that the right thing  
i wonder it scares me  
but who the the hell am i if i dont leave and try  
  
im not a coward  
oh no ill be strong  
one chance in a lifetime  
yes i will take it oh yes  
yes i will take it it cant go wrong

"
42,ABBA,If It Wasn't For The Nights,/a/abba/if+it+wasnt+for+the+nights_20003038.html,"i got appointments work i have to do  
keepin me so busy all the day through  
theyre the things that keep me from thinkin of you  
oh baby i miss you so i know im never gonna make it  
oh im so restless i dont care what i say  
and i lose my temper ten times a day  
still its even worse when the nights on its way  
its bad oh so bad  
  
somehow id be doin alright if it wasnt for the nights  
if it wasnt for the nights i think that i could make it  
id have courage left to fight if it wasnt for the nights  
if it wasnt for the nights i think that i could take it  
how i fear the time when shadows start to fall  
sittin here alone and starin at the wall  
even i could see a light if it wasnt for the nights  
even i could see a light i think that i could make it  
somehow id be doin alright if it wasnt for the nights  
if it wasnt for the nights i think that i could take it  
  
noone to turn to you know how it is  
i was not prepared for something like this  
now i see them clearly the things that i miss  
oh baby i feel so bad i know im never gonna make it  
i got my business to help me through the day  
people i must write to bills i must pay  
but everythings so different when nights on its way  
its bad oh so bad  
  
somehow id be doing alright if it wasnt for the nights  
if it wasnt for the nights i think that i could make it  
id have courage left to fight if it wasnt for the nights  
if it wasnt for the nights i think that i could take it  
how i fear the time when shadows start to fall  
sittin here alone and starin at the wall  
even i could see a light if it wasnt for the nights  
even i could see a light i think that i could make it  
guess my future would look bright if it wasnt for the nights  
if it wasnt for the nights i think that i could make it  
  
if it wasnt for the nights  
if it wasnt for the nights i think that i could take it  
if it wasnt for the nights  
if it wasnt for the nights i think that i could make it  
  
even i could see a light if it wasnt for the nights  
even i could see a light i think that i could make it  
guess my future would look bright if it wasnt for the nights  
if it wasnt for the nights i think that i could take it  
  
if it wasnt for the nights  
if it wasnt for the nights i think that i could make it  
if it wasnt for the nights  
if it wasnt for the nights i think that i could take it  
  
even i could see a light if it wasnt for the nights  
even i could see a light i think that i could make it  
guess my future would look bright if it wasnt for the nights

"
43,ABBA,I'm A Marionette,/a/abba/im+a+marionette_20002875.html,"youre so free  
thats what everybodys tellin me  
yet i feel like im an outward bound  
pushed around refuge  
  
somethings wrong  
got a feeling that i dont belong  
as if i have come from out of space  
out of place like king kong  
  
im a marionette just a marionette  
pull the string  
im a marionette everybodys pet  
just as long as i sing  
  
im a marionette see my pirouette  
round and round  
im a marionette im a marionette  
just a silly old clown  
  
like a doll  
like a puppet with no will at all  
and somebody taught me how to talk  
how to walk how to fall  
  
cant complain  
i got no one but myself to blame  
somethings happening i cant control  
lost my hold its insane  
  
im a marionette just a marionette  
pull the string  
im a marionette everybodys pet  
just as long as i sing  
  
im a marionette see my pirouette  
round and round  
im a marionette im a marionette  
just a silly old clown  
  
look this way  
just a little smile is what they say  
youll look better on the photograph  
if you laugh thats ok  
  
im a marionette just a marionette  
pull the string  
im a marionette everybodys pet  
just as long as i sing  
  
im a marionette see my pirouette  
round and round  
im a marionette im a marionette  
just a silly old clown  
  
youre so free  
thats what everybodys tellin me  
yet i feel like im an outward bound  
pushed around refugee

"
44,ABBA,I've Been Waiting For You,/a/abba/ive+been+waiting+for+you_20002832.html,"i ive been in love before  
i thought i would no more  
manage to hit the ceiling  
still strange as it seems to me  
you brought it back to me  
that old feeling  
  
i i dont know what you do  
you make me think that you  
possibly could release me  
i think youll be able to  
make all my dreams come true  
and you ease me  
  
you thrill me you delight me  
you please me you excite me  
youre something id been pleading for  
i love you i adore you  
i lay my life before you  
ill have you want me more and more  
and finally it seems my lonely days are through  
ive been waiting for you  
  
i im gonna make you mine  
youre gonna feel so fine  
youll never want to leave me  
i feel you belong to me  
someday you will agree  
please believe me  
  
you thrill me you delight me  
you please me you excite me  
youre something id been pleading for  
i love you i adore you  
i lay my life before you  
ill have you want me more and more  
and finally it seems my lonely days are through  
ive been waiting for you  
oh ive been waiting for you

"
45,ABBA,Juper Jrouper,/a/abba/juper+jrouper_20598410.html,"super trooper beams are gonna blind me  
but i wont feel blue  
like i always do  
cause somewhere in the crowd theres you  
  
i was sick and tired of everything  
when i called you last night from glasgow  
all i do is eat and sleep and sing  
wishing every show was the last show  
wishing every show was the last show  
so imagine i was glad to hear youre coming  
glad to hear youre coming  
suddenly i feel all right  
and suddenly its gonna be  
and its gonna be so different  
when im on the stage tonight  
  
tonight the  
super trooper lights are gonna find me  
shining like the sun  
suppper trooppper  
smiling having fun  
suppper trooppperfeeling like a number one  
tonight the  
super trooper beams are gonna blind me  
but i wont feel blue  
suppper trooppper  
like i always do  
suppper trooppper  
  
cause somewhere in the crowd theres you  
  
facing twenty thousand of your friends  
how can anyone be so lonely  
part of a success that never ends  
still im thinking about you only  
still im thinking about you only  
there are moments when i think im going crazy  
think im going crazy  
but its gonna be alright  
youll soon be changing everything  
everything will be so different  
when im on the stage tonight  
  
tonight the  
super trooper lights are gonna find me  
shining like the sun  
suppper trooppper  
smiling having fun  
suppper trooppper  
feeling like a number one  
tonight the  
super trooper beams are gonna blind me  
but i wont feel blue  
suppper trooppperlike i always do  
suppper trooppper  
cause somewhere in the crowd theres you  
  
so ill be there when you arrive  
the sight of you will prove to me im still alive  
and when you take me in your arms  
and hold me tight  
i know its gonna mean so much tonight  
  
tonight the  
super trooper lights are gonna find me  
shining like the sun  
suppper trooppper  
smiling having fun  
suppper trooppper  
feeling like a number one  
tonight the  
super trooper beams are gonna blind me  
but i wont feel blue  
supper troopper  
like i always do  
suppper trooppper  
cause somewhere in the crowd theres you  
suppper trooppper lights are gonna find me  
shining like the sun  
suppper trooppper  
smiling having fun  
suppper trooppper  
feeling like a number one

"
46,ABBA,Just A Notion,/a/abba/just+a+notion_20226425.html,"just a notion thats all  
just a feeling that youre watchin me  
every move im making  
am i reading your mind  
cause its almost like youre touching me  
there is no mistaking  
just a notion  
that youll be walkin up to me  
in a while  
and you smile and say hello  
then well be dancing through the night  
knowing everything from there on  
must be right  
  
just a notion  
but somehow i know im not wrong  
if its our destiny theres nothing we can do  
but tonight is very special  
its the night for me and you

"
47,ABBA,King Kong Song,/a/abba/king+kong+song_20003048.html,"well i was looking at a movie on the tv last night  
then i had a very funny notion yeah  
i really had to write a song about it  
and then im gonna sing it with my rock n roll band  
and i bet the people gonna like it yeah  
i know that everybodys gonna shout it  
  
and what a dreadful mighty killer  
a big black wide gorilla  
  
chorus  
we do the king kong song wont you sing along  
listen to the music and it couldnt go wrong  
we do the kong kong song gotta sing along  
cant you hear the beating of the monkey tomtom  
listen to the rhythm of the king kong song  
  
now we can make the jungle out of any old place  
we can make gorillas out of people yeah  
well who can tell a monkey from a monkey  
so people get together gonna have a good time  
everybody listen to the music yeah  
cause what were gonna sing is kinda funky  
  
so let your arms hang down  
and waddle all around  
like a dreadful mighty killer  
a big black wide gorilla  
  
chorus  
  
like a dreadful mighty killer  
a big black wide gorilla  
  
chorus x2

"
48,ABBA,Kisses Of Fire,/a/abba/kisses+of+fire_20002926.html,"lay your head on my chest so you hear every beat of my heart  
now theres nothing at all that can keep us apart  
touch my lips close your eyes and see with your fingertips  
things that you do and you know im crazy bout you  
  
kisses of fire burning burning  
im at the point of no returning  
kisses of fire sweet devotions  
caught in a landslide of emotions  
ive had my share of love affairs and they were nothing compared to this  
oh im riding higher than the sky and there is fire in every kiss  
kisses of fire  
kisses of fire  
  
when you sleep by my side i feel safe and i know i belong  
still its making me scared that my love is so strong  
losing you its a nightmare babe and to me its new  
never before did you see me begging for more  
  
kisses of fire burning burning  
im at the point of no returning  
kisses of fire sweet devotions  
caught in a landslide of emotions  
ive had my share of love affairs but they were nothing compared to this  
oh im riding higher than the sky and there is fire in every kiss  
kisses of fire  
kisses of fire  
  
kisses of fire burning burning  
im at the point of no returning  
kisses of fire sweet devotions  
caught in a landslide of emotions  
kisses of fire burning burning  
im at the point of no returning  
kisses of fire sweet devotions  
im riding higher than the sky and there is fire in every kiss  
caught in a landslide of emotions  
kisses of fire burning burning  
im at the point of no returning  
kisses of fire sweet devotions  
caught in a landslide of emotions

"
49,ABBA,Knowing Me Knowing You,/a/abba/knowing+me+knowing+you_20002654.html,"no more carefree laughter  
silence ever after  
walking through an empty house tears in my eyes  
here is where the story ends this is goodbye  
  
knowing me knowing you ahhaa  
there is nothing we can do  
knowing me knowing you ahhaa  
we just have to face it this time were through  
this time were through this time were through  
this time were through were really through  
breaking up is never easy i know but i have to go  
i have to go this time  
i have to go this time i know  
knowing me knowing you  
its the best i can do  
  
memries memries good days good days bad days bad days  
theyll be theyll be with me with me always always  
in these old familiar rooms children would play  
now theres only emptiness nothing to say  
  
knowing me knowing you ahhaa  
there is nothing we can do  
knowing me knowing you ahhaa  
we just have to face it this time were through  
this time were through this time were through  
this time were through were really through  
breaking up is never easy i know but i have to go  
i have to go this time  
i have to go this time i know  
knowing me knowing you  
its the best i can do

"
50,ABBA,Lay All Your Love On Me,/a/abba/lay+all+your+love+on+me_20002834.html,"i wasnt jealous before we met  
now every woman i see is a potential threat  
and im possessive it isnt nice  
youve heard me saying that  
smoking was my only vice  
but now it isnt true  
now everything is new  
and all ive learned has overturned  
i beg of you  
  
dont go wasting your emotion  
lay all your love on me  
  
it was like shooting a sitting duck  
a little smalltalk a smile  
and baby i was stuck  
i still dont know what  
youve done with me  
a grownup woman should never fall so easily  
i feel a kind of fear  
when i dont have you near  
unsatisfied i skip my pride  
i beg you dear  
  
dont go wasting your emotion  
lay all your love on me  
dont go sharing your devotion  
lay all your love on me  
  
ive had a few little love affairs  
they didnt last very long and  
theyve been pretty scarce  
i used to think that was sensible  
it makes the truth  
even more incomprehensible  
cause everything is new  
and everything is you  
and all ive learned has overturned  
what can i do  
  
dont go wasting your emotion  
lay all your love on me  
dont go sharing your devotion  
lay all your love on me

"
51,ABBA,Like An Angel Passing Through My Room,/a/abba/like+an+angel+passing+through+my+room_20002835.html,"long awaited darkness falls  
casting shadows on the walls  
in the twilight hour i am alone  
sitting near the fireplace  
dying embers warm my face  
in this peaceful solitude  
all the outside world subdued  
everything comes back to me again  
in the gloom  
like an angel passing through my room  
  
half awake and half in dreams  
seeing long forgotten scenes  
so the present runs into the past  
now and then become entwined  
playing games within my mind  
like the embers as they die  
love was one prolonged goodbye  
and it all comes back to me tonight  
in the gloom  
like an angel passing through my room  
  
i close my eyes  
and my twilight images go by  
all too soon  
like an angel passing through my room

"
52,ABBA,Love Has It's Ways,/a/abba/love+has+its+ways_20248144.html,"spring in the air  
the sun was shining  
still the day was cool  
saw her waiting for a bus  
as she was going home from school  
  
looking so cold  
i took her home and  
that was just the start  
we would meet the summer through  
and she was always in my heart  
  
love has its ways  
like seasons come and go  
and tomorrow there will be another day  
love has its ways  
and so before you know  
when you turn around it may have gone away  
  
early that fall  
i knew i loved her  
more than anything  
gave her everything i had  
she even got a wedding ring  
  
but in the end  
the mind was restless  
and she had to go  
and the love id thought would live  
was buried in the winter snow  
  
love has its ways  
like seasons come and go  
and tomorrow there will be another day  
love has its ways  
and so before you know  
when you turn around it may have gone away  
  
love has its ways  
like seasons come and go  
and tomorrow there will be another day  
love has its ways  
and so before you know  
when you turn around it may have gone away

"
53,ABBA,Love Isn't Easy,/a/abba/love+isnt+easy_10001315.html,"do you remember the first time and all of your sweet sweet talk  
aint heard it a lot since then love  
now look at that guy hes making me cry  
he leaves everybody and he only says goodbye  
but if i would have to choose i wouldnt let you go  
just give it some more time and you will see our love will grow  
darling i know  
  
we gotta have patience  
love isnt just a sensation  
some of the time it gets rough  
love isnt easy but it sure is hard enough  
sweet sweet our love is bittersweet  
giving love is a reason for living  
but a few things can be tough  
love isnt easy but it sure is hard enough  
sweet sweet our love is bittersweet  
  
from the first moment i saw you ive treated you like a queen  
ive given you lots of presents  
now listen to that just look at that cat  
youd think he was an angel but hes talking through his hat  
but if i would have to choose i wouldnt let you go  
just give it some more time and you will see our love will grow  
darling i know  
  
we gotta have patience  
love isnt just a sensation  
some of the time it gets rough  
love isnt easy but it sure is hard enough  
sweet sweet our love is bittersweet  
giving  
sweet sweet our love is bittersweet  
love is a reason for living  
sweet sweet our love is bittersweet  
but a few things can be tough  
love isnt easy but it sure is hard enough  
sweet sweet our love is bittersweet  
  
patience  
sweet sweet our love is bittersweet  
love isnt just a sensation  
sweet sweet our love is bittersweet  
some of the time it gets rough  
love isnt easy but it sure is hard enough  
sweet sweet our love is bittersweet  
giving  
sweet sweet our love is bittersweet  
love is a reason for living  
sweet sweet our love is bittersweet  
but a few things can be tough  
love isnt easy but it sure is hard enough

"
54,ABBA,Lovelight,/a/abba/lovelight_20002837.html,"ive always hated my room its so gloomy and dreary  
always the dark for the windows just face the back yard  
so i cant understand how its happened how everythings changing  
this old dirty ceiling seems a little whiter  
when you walked into the room it all got so much brighter  
  
you must have a lovelight  
everything around you is lovelight  
and i can feel your love anywhere shining  
maybe even when youre not there shining  
the lovelight  
everything around you is lovelight  
youre shining like a star in the night shining  
i wont let you out of my sight shining  
i dont want to lose you i dont want to lose your lovelight  
  
how i remember the first time we went to movie  
we had decided to meet on the corner downtown  
and i waited there when you came up from behind and you kissed me  
and the traffic seemed to get a little lighter  
when you came into my life it all got so much brighter  
  
you must have a lovelight  
everything around you is lovelight  
and i can feel your love anywhere shining  
maybe even when youre not there shining  
the lovelight  
everything around you is lovelight  
youre shining like a star in the night shining  
i wont let you out of my sight shining  
i dont want to lose you i dont want to lose your lovelight  
  
and i feel so good  
and i feel so right  
and i know that you must have a lovelight  
  
youve got lovelight  
and i can feel your love anywhere  
maybe even when youre not there  
youve got lovelight  
everything around you is lovelight  
youre shining like a star in the night shining  
i wont let you out of my sight shining  
i dont want to lose you i dont want to lose your lovelight  
  
everything about you is right  
let it glow and let it be bright  
i dont want to lose your lovelight  
shining like a star in the night

"
55,ABBA,Lovers,/a/abba/lovers_10001503.html,"sit down and listen cause ive got good news for you  
it was in the papers today  
some physician had made a discovery  
this what she had to say  
oooh you know that  
  
she said that every result she had backed her  
claiming that loves a longevity factor  
  
so lovers live a little longer baby  
you and me we got a chance to live twice  
lovers live a little longer aint that nice  
lovers live a little longer baby  
what a feeling when i hold you tight  
lovers live a little longer yeah  
  
i can imagine ill see in my fantasy  
ill enjoy every day  
making love is a dynamite drug baby  
so why dont we start right away  
ahh please dont wait  
  
i dont care if theyre watching cause listen  
weve got a reason for each time were kissing  
  
cause lovers live a little longer baby  
you and me we got a chance to live twice  
lovers live a little longer aint that nice  
lovers live a little longer baby  
what a feeling when i hold you tight  
lovers live a little longer yeah  
  
i just dont care if theyre watching cause listen  
weve got a reason for each time were kissing  
  
cause lovers live a little longer baby  
you and me we got a chance to live twice  
lovers live a little longer aint that nice  
lovers live a little longer baby  
what a feeling when i hold you tight  
lovers live a little longer yeah  
  
lovers live a little longer baby  
you and me we got a chance to live twice  
lovers live a little longer yeah

"
56,ABBA,Mamma Mia,/a/abba/mamma+mia_20002675.html,"chorus  
mamma mia here i go again  
my my how can i resist you  
mamma mia does it show again  
my my just how much ive missed you  
  
yes ive been brokenhearted  
blue since the day we parted  
why why did i ever let you go  
mamma mia now i really know  
my my i could never let you go  
ive been angry and sad about things that you do  
i cant count all the times that ive told you were through  
and when you go when you slam the door  
i think you know that you wont be away too long  
you know that im not that strong  
just one look and i can hear a bell ring  
one more look and i forget everything  
  
chorus  
  
yes ive been brokenhearted  
blue since the day we parted  
why why did i ever let you go  
mamma mia even if i say  
bye bye leave me now or never  
mamma mia its a game we play  
bye bye doesnt mean forever  
  
chorus  
  
yes ive been brokenhearted  
blue since the day we parted  
why why did i ever let you go  
mamma mia now i really know  
my my i could never let you go

"
57,ABBA,Man In The Middle,/a/abba/man+in+the+middle_20002522.html,"did you see that man in the limousine  
with the pretty doll he is fifty and the girls only seventeen  
but she doesnt care and she never will  
if hes ninetyfive she dont give a damn  
just as long as he pays the bill  
  
did you see that man with a fat cigar  
he just left his lunch with a belly full of lobster and caviar  
he can choose the wine from a vintage year  
he will drink champagne in his limousine  
where the rest of the street can peer  
  
cause hes the man in the middle never second fiddle  
just like a spider in a cobweb  
hard as a hammer not the kind of boss you doublecross  
cause hes the man in the middle knows the way to diddle  
hes never bothered by his conscience  
deals with the devil cause he wants to be  
man in the middle the middle the middle  
in the middle in the middle in the middle  
  
but you see that man made a big mistake  
even though hes got all his servants and a mansion beside a lake  
and the money too all that he can spend  
he can buy the most nearly anything  
but he cant buy the lot his friend  
  
cause hes the man in the middle never second fiddle  
just like a spider in a cobweb  
hard as a hammer not the kind of boss you doublecross  
cause hes the man in the middle knows the way to diddle  
hes never bothered by his conscience  
deals with the devil cause he wants to be  
man in the middle the middle the middle  
in the middle in the middle in the middle

"
58,ABBA,Me And Bobby And Bobby's Brother,/a/abba/me+and+bobby+and+bobbys+brother_20539218.html,"well there was me and bobby and bobbys brother  
please take me back to that place  
where ive got all my memories those were my happiest days  
  
i remember all the games we used to play  
i really do  
and i went to see them almost everyday  
i wanted to  
though we quarreled at times and had a few fights  
we were the best of friends  
we found a place in the sun  
a heaven of fun  
  
well there was me and bobby and bobbys brother  
wildest kids you could see  
we could play together climbing the apple tree  
yes there was me and bobby and bobbys brother  
please take me back to that place  
where ive got all my memories those were my happiest days  
  
they would take me out for football games and such  
they liked to play  
and i guess i didnt like it very much  
but anyway  
i was happy and proud to be with the boys  
being a little girl  
i found a place in the sun  
a heaven of fun  
  
well there was me and bobby and bobbys brother  
wildest kids you could see  
we could play together climbing the apple tree  
well there was me and bobby and bobbys brother  
please take me back to that place  
where ive got all my memories those were my happiest days  
  
well there was me and bobby and bobbys brother  
please take me back to that place  
where ive got all my memories those were my happiest days  
  
got all my memories those were my happiest days  
where ive got all my memories those were my happiest days  
got all my memories those were my happiest days  
where ive got all my memories those were my happiest days  
got all my memories those were my happiest days  
where ive got all my memories those were my happiest days

"
59,ABBA,Me And I,/a/abba/me+and+i_20251589.html,"sometimes when im mad  
theres a part of me that seems to be a little sad  
sometimes when i scream  
theres a voice in me that says you shouldnt be so mean  
oh no oh no  
part of me is acting while the other stands beside  
yes i am to myself what jekyll must have been to hyde  
  
were like sun and rainy weather  
sometimes were a hit together  
me and i  
gloomy moods and inspiration  
were a funny combination  
me and i  
i dont think im different or in any way unique  
think about yourself for a minute  
and youll find the answer in it  
everyones a freak  
  
sometimes i have toyed  
with ideas that i got from good old dr freud  
nothing new of course  
it may seem to you i try to break through open doors  
oh no oh no  
i just want to say a lot of that applies to me  
cause its an explanation to my split identity  
  
were like sun and rainy weather  
sometimes were a hit together  
me and i  
gloomy moods and inspiration  
were a funny combination  
me and i  
i dont think im different or in any way unique  
think about yourself for a minute  
and youll find the answer in it  
everyones a freak  
  
me and i  
  
were like sun and rainy weather  
sometimes were a hit together  
me and i  
gloomy moods and inspiration  
were a funny combination  
me and i  
i dont think im different or in any way unique  
think about yourself for a minute  
and youll find the answer in it  
everyones a freak  
  
were like sun and rainy weather  
sometimes were a hit together  
me and i  
gloomy moods and inspiration  
were a funny combination  
me and i

"
60,ABBA,Merry-Go-Round,/a/abba/merry+go+round_20003023.html,"i have tried in vain never had success  
so it seems my life is nothing but a mess  
i have lost my only friend  
now it seems i have to start again  
  
merrygoround  
where am i bound  
with my love and feelings  
merrygoround  
  
who wants to kiss me  
and hug me and miss me  
yes who wants to do it  
i wish that i knew it  
  
merrygoround  
wish i had found  
somebody to care for  
where am i bound  
  
life is so lonely  
if life is just only  
to love with my loving  
goes round and round  
  
looking for someone  
who would want to stay  
i might find her  
with a bit of luck one day  
  
but who knows  
so until then  
i can only try and try again  
  
merrygoround  
where am i bound  
with my love and feelings  
merrygoround  
  
who wants to kiss me  
and hug me and miss me  
yes who wants to do it  
i wish that i knew it  
  
merrygoround  
wish i had found  
somebody to care for  
where am i bound  
  
life is so lonely  
if life is just only  
to love with my loving  
goes round and round  
  
merrygoround  
where am i bound  
with my love and feelings  
merrygoround  
  
who wants to kiss me  
and hug me and miss me  
yes who wants to do it  
i wish that i knew it  
  
merrygoround  
wish i had found  
somebody to care for  
where am i bound  
  
life is so lonely  
if life is just only  
to love with my loving  
goes round and round

"
61,ABBA,Midnight Special,/a/abba/midnight+special_20002840.html,"well you wake up in the morning  
hear the dingdong ring  
you go marching to the table  
see the same old thing  
see the fork on the table  
nothing in your pan  
if you sing a thing about it  
youre in trouble with the man  
  
let the midnight special shine a light on me  
let the midnight special shine its ever loving light on me  
  
if you ever go to houston  
well you better act right  
and you better not gamble  
and you better not fight  
for the sheriff will arrest you  
then hell take you down  
and before you understand it  
you are prison bound  
  
let the midnight special  
shine a light on me  
let the midnight special  
shine its ever loving light on me  
on me on me

"
62,ABBA,Money Money Money,/a/abba/money+money+money_20002987.html,"i work all night i work all day to pay the bills i have to pay  
aint it sad  
and still there never seems to be a single penny left for me  
thats too bad  
in my dreams i have a plan  
if i got me a wealthy man  
i wouldnt have to work at all id fool around and have a ball  
  
money money money  
must be funny  
in the rich mans world  
money money money  
always sunny  
in the rich mans world  
ahaahaaa  
all the things i could do  
if i had a little money  
its a rich mans world  
  
a man like that is hard to find but i cant get him off my mind  
aint it sad  
and if he happens to be free i bet he wouldnt fancy me  
thats too bad  
so i must leave ill have to go  
to las vegas or monaco  
and win a fortune in a game my life will never be the same  
  
money money money  
must be funny  
in the rich mans world  
money money money  
always sunny  
in the rich mans world  
ahaahaaa  
all the things i could do  
if i had a little money  
its a rich mans world  
  
money money money  
must be funny  
in the rich mans world  
money money money  
always sunny  
in the rich mans world  
ahaahaaa  
all the things i could do  
if i had a little money  
its a rich mans world  
  
its a rich mans world

"
63,ABBA,Move On,/a/abba/move+on_20002971.html,"they say a restless body can hide a peaceful soul  
a voyager ad a settler they both have a distant goal  
if i explore the heavens or if i search inside  
well it really doesnt matter as long as i can tell myself  
ive always tried  
  
like a roller in the ocean life is motion  
move on  
like a wind thats always blowing life is flowing  
move on  
like the sunrise in the morning life is dawning  
move on  
how i treasure every minute  
being part of it being in it  
with the urge to move on  
  
ive travelled every country ive travelled in my mind  
it seems were on a journey a trip through space and time  
and somewhere lies the answer  
to all the questions why  
what really makes the difference  
between all dead and living things the will to stay alive  
  
like a roller in the ocean la la la la la lala  
life is motion la la la la la lala  
move on la la la lala  
like a wind thats always blowing la la la la la lala  
life is flowing la la la la la lala  
move on la la la lala  
like the sunrise in the morning la la la la la lala  
life is dawning la la la la la lala  
move on la la la lala  
how i treasure every minute la la la la  
being part of it la la la la  
being in it la la la la  
with the urge to move on  
  
the morning breeze that ripples the surface of the sea  
the crying of the seagulls that hover over me  
i see it and i hear it  
but how can i explain  
the wonder of the moment  
to be alive to feel the sun that follows every rain  
  
like a roller in the ocean la la la la la lala  
life is motion la la la la la lala  
move on la la la lala  
like a wind thats always blowing la la la la la lala  
life is flowing la la la la la lala  
move on la la la lala  
like the sunrise in the morning la la la la la lala  
life is dawning la la la la la lala  
move on la la la lala  
how i treasure every minute la la la la  
being part of it la la la laah  
being in it  
with the urge to move on  
  
la la la la la lala la la la la la lala la la la lala  
like a wind thats always blowing  
la la la la la lala  
la la la la la lala life is flowing  
la la la lala move on  
like the sunrise in the morning  
la la la la la lala  
la la la la la lala life is dawning  
la la la lala move on  
how i treasure every minute la la la la  
being part of it la la la laah  
being in it  
with the urge to move on  
la la la la la lala la la la la la lala la la la lala  
like a wind thats always blowing  

"
64,ABBA,"My Love, My Life",/a/abba/my+love+my+life_20002559.html,"ive seen it on your face  
tells me more than any worn out old phrase  
so now well go separate ways  
never again we two  
never again nothing i can do  
  
like an image passing by my love my life  
in the mirror of your eyes my love my life  
i can see it all so clearly  
answer me sincerely  
was it a dream a lie  
like reflections of your mind my love my life  
are the words you try to find my love my life  
but i know i dont posses you  
so go away god bless you  
you are still my love and my life  
still my one and only  
  
ive watched you look away  
tell me is it really so hard to say  
oh this has been my longest day  
sitting here close to you  
knowing that maybe tonight were trough  
  
like an image passing by my love my life  
in the mirror of your eyes my love my life  
i can see it all so clearly  
answer me sincerely  
was it a dream a lie  
like reflections of your mind my love my life  
are the words you try to find my love my life  
but i know i dont posses you  
so go away god bless you  
you are still my love and my life  
  
yes i know i dont posses you  
so go away god bless you  
you are still my love and my life  
still my one and only

"
65,ABBA,My Mama Said,/a/abba/my+mama+said_20003049.html,"tried to sneak out without saying  
with my loudest record playing  
ooh my mama said look at this you havent done your bed  
my mama said thats a thing that you should do instead  
  
then i did what she had told me  
dying for my friend to hold me  
ooh my mama said try and get one thing into your head  
my mama said pa and me we give you room and bed  
how i want to live my life  
want to live my life  
lalala lalala life  
  
in the morning she said listen  
ooh i felt like in a prison  
yeah my mama said i know youve been out again with fred  
my mama said  
my mama said dont you lie your cheeks are blushing red  
my mama said  
oh i want to live my life  
want to live my life  
lalala lalala life  
  
i said i can live without it  
how i wish you wouldnt doubt it  
ooh my mama said if you want to hurt me go ahead  
my mama said  
my mama said i suppose youd rather see me dead  
my mama said  
oh i want to live my life  
want to live my life  
lalala lalala life repeat x4

"
66,ABBA,"Nina, Pretty Ballerina",/a/abba/nina+pretty+ballerina_20002792.html,"every day in the morning on her way to the office  
you can see as she catches a train  
just a face among a million faces  
just another woman with no name  
not the girl youd remember but shes still something special  
if you knew her i am sure youd agree  
cause i know shes got a little secret  
friday evening she turns out to be  
  
nina pretty ballerina now she is the queen of the dancing floor  
this is the moment shes waited for  
just like cinderella just like cinderella  
nina pretty ballerina who would ever think she could be this way  
this is the part that she likes to play  
but she knows the fun would go away  
if she would play it every day  
  
so shes back every morning to her work at the office  
and another week to live in a dream  
and another row of early mornings  
in an almost neverending stream  
doesnt talk very often kind of shy and uncertain  
everybody seems to think shes a bore  
but they wouldnt know her little secret  
what her friday night would have in store  
  
nina pretty ballerina now she is the queen of the dancing floor  
this is the moment shes waited for  
just like cinderella just like cinderella  
nina pretty ballerina who would ever think she could be this way  
this is the part that she likes to play  
she would like to play it every day  
  
nina pretty ballerina now she is the queen of the dancing floor  
this is the moment shes waited for  
just like cinderella just like cinderella  
nina pretty ballerina who would ever think she could be this way  
this is the part that she likes to play

"
